measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,50 to 54,Male,16090.532212761475,15766.036268526701,16432.165673567837
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,55 to 59,Both,16541.931181784057,16304.299188401958,16755.981358409823
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,55 to 59,Female,15204.235720852572,14933.463248856828,15513.217188448769
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,55 to 59,Male,17908.447541643993,17629.850207013755,18298.71236132937
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,60 to 64,Both,18279.08214901331,18034.455208787025,18586.295246926595
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,60 to 64,Female,17039.722566504508,16548.547975677786,17361.401477909465
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,60 to 64,Male,19622.668042922563,19267.41225824416,19970.667966389585
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,65 to 69,Both,20160.516732041837,19922.964169365343,20488.194752155996
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,65 to 69,Female,18841.365976800837,18500.79145176233,19258.041192161814
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,65 to 69,Male,21427.692612846055,21061.923644248236,22020.7856323034
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,70 to 74,Both,21917.79776353388,21539.708755315594,22245.934367733957
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,70 to 74,Female,20535.165950865096,20195.59340035457,20869.81599390642
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,70 to 74,Male,23176.660349304308,22786.197088070126,23479.972905762017
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,75 to 79,Both,23681.16561767843,23205.569395547926,24189.343284315095
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,75 to 79,Female,22337.84977700683,22040.704336354014,22551.489605643415
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,75 to 79,Male,24971.05272039606,24590.53912317255,25368.50914879744
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,80 to 84,Both,25476.149963629494,25063.064657134848,25996.391811551875
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,80 to 84,Female,24104.568603113894,23560.217169110267,24559.28346981127
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,80 to 84,Male,26721.755719368106,26209.027500337907,27207.29935356688
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,85 to 89,Both,27214.174039875517,26743.181633510052,27588.0014450488
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,85 to 89,Female,25856.275617494135,25287.98639135804,26228.871979583135
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,85 to 89,Male,28525.10815057996,28229.102219960092,29016.86741241056
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,90 to 94,Both,29025.351492299327,28679.49056277825,29596.39995294525
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,90 to 94,Female,27681.444642418577,27327.412847434876,28247.496885019063
DALYs (Disability-Adjusted Life Years),Rate,Japan,2012,90 to 94,Male,30335.512261843814,29915.447821928497,30785.485972335307
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,25 to 29,Both,5798.800059719584,5685.600485520387,5900.181022938795
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,25 to 29,Female,4485.115747928855,4369.481724314739,4578.9055943296735
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,25 to 29,Male,7064.941958263099,6950.742602056809,7242.79669480474
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,30 to 34,Both,7563.768697882139,7425.903139818185,7683.772077258596
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,30 to 34,Female,6253.28098414744,6177.302003328449,6350.675763591078
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,30 to 34,Male,8871.088732636008,8722.813412922489,8994.474472746488
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,35 to 39,Both,9357.904952135952,9205.872022017986,9501.051548130516
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,35 to 39,Female,8032.225513689682,7892.288505437722,8244.00293400625
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,35 to 39,Male,10664.998520421483,10444.190482655424,10815.488670843108
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,40 to 44,Both,11118.885378522422,10846.158096280473,11331.316277212569
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,40 to 44,Female,9818.811961137644,9605.414718549335,10007.932079851673
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,40 to 44,Male,12512.090046686733,12332.68517878377,12683.020766270569
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,45 to 49,Both,12889.351022502013,12560.035129321219,13171.384676931291
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,45 to 49,Female,11600.935122685763,11345.010422720574,11961.374930478865
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,45 to 49,Male,14267.752066565778,13973.568529133485,14543.6831163221
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,50 to 54,Both,14642.929873564333,14377.142359260308,14903.29668594294
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,50 to 54,Female,13408.902495214743,13262.202942539612,13624.417917339753
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,50 to 54,Male,16049.070148464512,15727.762314915115,16277.517540169581
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,55 to 59,Both,16443.06612895551,16143.503533026926,16716.602337077737
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,55 to 59,Female,15200.575625114489,14894.037106727475,15460.812177007518
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,55 to 59,Male,17792.97146707875,17383.450669899466,18129.94544971512
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,60 to 64,Both,18227.226720438564,17914.69955860328,18538.847238068145
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,60 to 64,Female,16905.11546250927,16653.003720525492,17281.36230082351
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,60 to 64,Male,19608.60682244166,19118.4459396982,19989.63144308024
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,65 to 69,Both,20089.174720703224,19726.187992388623,20377.56774194581
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,65 to 69,Female,18640.976672893143,18300.73405085108,18950.277592603874
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,65 to 69,Male,21211.434859543435,20948.71802121027,21564.80560060111
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,70 to 74,Both,21788.989863593324,21512.718191089945,22107.211551931017
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,70 to 74,Female,20498.58532141561,20193.269459090137,21068.620791065186
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,70 to 74,Male,23053.250556184958,22716.8005281802,23562.576325660928
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,75 to 79,Both,23521.551454086177,23004.332871005197,23948.124247823012
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,75 to 79,Female,22250.069066867458,21831.64212267685,22729.98339194656
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,75 to 79,Male,24944.16622380888,24394.440635288604,25539.20394688815
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,80 to 84,Both,25364.375039371374,24871.492727715442,25805.263976887814
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,80 to 84,Female,24044.311023191094,23654.973034895724,24417.54785978794
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,80 to 84,Male,26697.190381258042,26262.95463361837,27124.31913561142
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,85 to 89,Both,27118.184103285133,26566.214596763217,27486.574889395393
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,85 to 89,Female,25810.25748766466,25229.16655122291,26311.35220782515
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,85 to 89,Male,28469.38778718971,27936.554679033263,28919.807807632307
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,90 to 94,Both,28888.796863226547,28482.360654731965,29625.62725672668
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,90 to 94,Female,27684.286139970212,27188.58783059002,28111.763067877964
DALYs (Disability-Adjusted Life Years),Rate,Japan,2013,90 to 94,Male,30222.713007526585,29670.159283299115,30898.408584912377
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,25 to 29,Both,5729.432657874174,5622.570365220956,5812.00002206544
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,25 to 29,Female,4392.785351609328,4301.436564276955,4467.357631929621
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,25 to 29,Male,7070.216118469803,6911.074013072775,7223.393064611857
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,30 to 34,Both,7489.011681215511,7257.438337579539,7641.467248374758
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,30 to 34,Female,6162.212834989447,6015.108396796597,6274.186634149891
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,30 to 34,Male,8838.59414022137,8603.998308782353,9010.34630225732
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,35 to 39,Both,9304.945155627664,9160.572458186969,9495.983200811716
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,35 to 39,Female,7984.566520503341,7840.827769596333,8135.49208473038
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,35 to 39,Male,10577.481096742282,10304.303552999296,10761.332227003877
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,40 to 44,Both,11120.594407738863,10908.899175557253,11305.623247838974
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,40 to 44,Female,9754.89630085167,9528.02950735147,9919.288314664122
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,40 to 44,Male,12392.51748437101,12133.426422188037,12575.216675239219
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,45 to 49,Both,12786.556325586045,12506.524068316743,13042.182646295418
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,45 to 49,Female,11541.025613042677,11355.668447499906,11747.892140190186
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,45 to 49,Male,14208.807569060407,13934.799059114503,14438.710139284372
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,50 to 54,Both,14621.006969749278,14402.792037574074,14866.401344519702
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,50 to 54,Female,13305.14805885409,12996.454081787,13656.108787461602
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,50 to 54,Male,15945.4641655086,15680.719865305338,16262.819054595166
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,55 to 59,Both,16380.834339558915,16045.307355513287,16772.779347254153
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,55 to 59,Female,15079.962283504483,14802.99679780921,15343.268405854667
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,55 to 59,Male,17823.40361418964,17516.4577187134,18073.394245654265
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,60 to 64,Both,18265.621061601378,17995.263404763093,18641.57020589937
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,60 to 64,Female,16816.91277902871,16576.16765848333,17122.647465408038
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,60 to 64,Male,19572.942166491015,19073.375773137854,19958.80476309121
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,65 to 69,Both,20070.696933096162,19830.00933170429,20392.847579288777
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,65 to 69,Female,18597.30332293268,18265.79870864655,18907.93764273372
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,65 to 69,Male,21297.933121597398,20986.030107619987,21773.53520509771
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,70 to 74,Both,21743.0984346282,21437.51886418592,22028.275516408747
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,70 to 74,Female,20444.6313531867,20140.009023529772,20948.19227628086
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,70 to 74,Male,23024.86665972159,22669.605066156844,23485.310804082997
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,75 to 79,Both,23568.069945150546,23204.6273031871,23883.39879405204
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,75 to 79,Female,22218.34774843288,21744.373381867823,22644.266525346105
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,75 to 79,Male,24825.58656308414,24077.30222228322,25265.667171139357
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,80 to 84,Both,25297.05752820747,24833.108033717137,25707.597287483586
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,80 to 84,Female,23893.67526548569,23505.522045680773,24389.276772949503
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,80 to 84,Male,26604.06836744886,26073.312488411117,27016.04765979205
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,85 to 89,Both,27120.893713358164,26514.703041834095,27736.63810520139
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,85 to 89,Female,25667.485399872712,25228.61428353391,26172.160109995883
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,85 to 89,Male,28421.558360953048,27980.027144996347,28923.756910026634
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,90 to 94,Both,28990.11811546841,28230.572814143423,29477.791520343097
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,90 to 94,Female,27564.84783883452,27051.063124860695,27984.023342623717
DALYs (Disability-Adjusted Life Years),Rate,Japan,2014,90 to 94,Male,30277.96400670147,29772.966802925395,30774.247874222398
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,25 to 29,Both,5659.586043196085,5582.036972184958,5797.820775031742
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,25 to 29,Female,4367.739942274886,4289.791166044324,4473.459307341916
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,25 to 29,Male,6981.534508835872,6856.780654731556,7097.381121935639
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,30 to 34,Both,7443.132933806943,7315.748547466679,7580.902751322332
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,30 to 34,Female,6128.131338565033,5952.852225422983,6262.41559278201
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,30 to 34,Male,8747.258227070495,8528.537925958633,8898.725163070883
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,35 to 39,Both,9259.447952683955,9157.561575267642,9426.493290170582
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,35 to 39,Female,7942.334833875393,7816.058113997184,8068.07383502259
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,35 to 39,Male,10543.078692022029,10282.646343248063,10709.018123697653
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,40 to 44,Both,11017.293481707688,10875.55213043913,11190.729030773156
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,40 to 44,Female,9726.970605116061,9584.868658510784,9928.19057825461
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,40 to 44,Male,12309.132307726984,12048.833603734969,12607.263823847301
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,45 to 49,Both,12832.421570999897,12585.846113884174,13080.250922932573
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,45 to 49,Female,11501.648758932455,11284.60077143204,11753.4221943789
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,45 to 49,Male,14099.152241651169,13836.418789971449,14326.50463811923
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,50 to 54,Both,14523.645970431764,14270.954239541452,14807.910046549323
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,50 to 54,Female,13275.8957194452,12974.581224087695,13446.522298648233
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,50 to 54,Male,15859.871363438579,15494.243627383052,16222.818427048427
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,55 to 59,Both,16353.335463846013,16040.494978697805,16759.835916692467
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,55 to 59,Female,15022.678774143924,14638.233989903518,15352.024135744152
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,55 to 59,Male,17702.501872536333,17338.163110754977,18016.157794832725
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,60 to 64,Both,18081.22888285754,17693.533567631224,18511.620562189048
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,60 to 64,Female,16838.079856051954,16520.044587852884,17124.715243516657
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,60 to 64,Male,19454.78080617634,19009.374465069606,19813.058472982106
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,65 to 69,Both,19861.925523921283,19619.14366037594,20203.26333476439
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,65 to 69,Female,18679.94312739452,18305.631214219426,19006.25353563242
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,65 to 69,Male,21268.299671543467,20934.109124842005,21648.013640262223
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,70 to 74,Both,21682.752432367794,21368.078557560504,21962.772437122563
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,70 to 74,Female,20441.182670206592,19980.91953380405,20930.954522896827
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,70 to 74,Male,22997.656087923227,22519.794124224194,23441.127953610336
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,75 to 79,Both,23429.407438734714,23144.760300887978,23860.947696684583
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,75 to 79,Female,22179.27893150952,21598.794195375547,22692.5180518865
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,75 to 79,Male,24886.227759921814,24555.717487353675,25221.169489833614
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,80 to 84,Both,25246.33283483754,24850.380196969985,25636.33167311641
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,80 to 84,Female,23839.638516365587,23379.724472983246,24384.58677948913
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,80 to 84,Male,26482.469729077242,26058.021176835893,26900.23297712861
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,85 to 89,Both,27066.348384026966,26486.77648211604,27520.071284435384
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,85 to 89,Female,25680.282050380152,25140.105660002097,26243.196388489145
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,85 to 89,Male,28327.695228095985,27945.54897935815,28768.162160876705
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,90 to 94,Both,28739.147805322584,28212.747886098332,29166.88402735503
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,90 to 94,Female,27427.8811553566,26852.486483901026,27944.317595148208
DALYs (Disability-Adjusted Life Years),Rate,Japan,2015,90 to 94,Male,30189.250466214136,29808.657580220148,30694.225546669048
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,25 to 29,Both,5623.342006329331,5543.058734229455,5750.073639886216
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,25 to 29,Female,4282.671452775196,4200.480855977271,4401.421620696587
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,25 to 29,Male,6946.685427338073,6822.508400933539,7073.003497752266
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,30 to 34,Both,7375.098989966339,7240.118250929399,7483.814854558645
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,30 to 34,Female,6073.635394378311,5942.060708400574,6219.848502522322
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,30 to 34,Male,8729.534865136102,8577.701892454588,8870.129663479662
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,35 to 39,Both,9193.740310044537,9022.429440874614,9360.164763763447
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,35 to 39,Female,7848.972753357362,7655.828851218177,8011.836792215224
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,35 to 39,Male,10456.477256773853,10316.562469557402,10708.96871572157
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,40 to 44,Both,10971.906120434658,10738.118274524859,11160.141391010753
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,40 to 44,Female,9635.5698516576,9479.820604738487,9879.62253362779
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,40 to 44,Male,12232.5659772042,11987.13673112249,12490.455559214182
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,45 to 49,Both,12746.329977472613,12515.672053528062,13080.440937718298
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,45 to 49,Female,11397.361947548341,11222.748344211679,11627.99044014235
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,45 to 49,Male,14063.836025654622,13821.033588056602,14300.754562608357
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,50 to 54,Both,14467.306828778226,14158.866132587555,14736.777019714922
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,50 to 54,Female,13193.67098028226,12915.48260685677,13408.512441168223
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,50 to 54,Male,15853.882702300492,15529.33049459929,16159.860312099307
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,55 to 59,Both,16279.205557141573,15963.325633153217,16546.973101996737
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,55 to 59,Female,14927.771216712636,14532.107982150199,15300.392465241097
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,55 to 59,Male,17563.248440584834,17143.747012519474,17940.48900375751
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,60 to 64,Both,18088.581533152166,17737.52548520115,18331.631870192625
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,60 to 64,Female,16747.916406221804,16411.744467819095,16941.027055643885
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,60 to 64,Male,19484.157558856426,19236.123355475967,19842.516332625804
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,65 to 69,Both,19851.14183047345,19474.371064130697,20202.83264075489
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,65 to 69,Female,18480.90573338261,18085.42460366237,18881.821692494934
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,65 to 69,Male,21152.743169845093,20600.89119976295,21450.101082708567
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,70 to 74,Both,21685.675946763604,21347.03566298996,22019.935394063563
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,70 to 74,Female,20281.624663929528,19906.335504624833,20581.592638901417
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,70 to 74,Male,22987.116224810154,22367.97573813204,23387.839552322446
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,75 to 79,Both,23344.903001101204,22982.094641671698,23669.830074197234
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,75 to 79,Female,22073.348645594757,21806.722580075424,22394.17096660877
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,75 to 79,Male,24748.245745648983,24366.9877566442,25114.901378503513
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,80 to 84,Both,25232.98643787164,24843.56488230868,25735.72678939608
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,80 to 84,Female,23920.683471778917,23662.76325223907,24151.305278924527
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,80 to 84,Male,26621.32964421096,26331.43314203285,26845.34471640022
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,85 to 89,Both,26997.923043990188,26403.01610204465,27456.9372563859
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,85 to 89,Female,25664.605099634562,25302.701816577635,26122.785315882433
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,85 to 89,Male,28238.37565998827,27723.90431028468,28597.56814816918
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,90 to 94,Both,28709.793490365115,28225.88291932248,29266.52547258776
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,90 to 94,Female,27555.564139014048,27042.184748988788,27949.47231957632
DALYs (Disability-Adjusted Life Years),Rate,Japan,2016,90 to 94,Male,30118.339245649913,29562.965999360844,30587.980986702372
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,25 to 29,Both,5544.1621660600385,5438.709741531715,5657.531572396458
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,25 to 29,Female,4227.726535439794,4115.139635844329,4306.573602000487
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,25 to 29,Male,6859.782495765618,6726.077990917916,7027.407293803419
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,30 to 34,Both,7354.79849380351,7166.787715740336,7534.853662535903
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,30 to 34,Female,6035.61395675752,5935.728322223984,6171.428430415033
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,30 to 34,Male,8662.605450927844,8571.810428488774,8770.530323404742
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,35 to 39,Both,9125.54905069086,8969.153870377626,9307.963281110673
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,35 to 39,Female,7754.173241566181,7594.192944422412,7917.03637041214
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,35 to 39,Male,10427.30190236881,10274.114831759005,10621.652442609415
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,40 to 44,Both,10926.607469960294,10759.868528187624,11065.668573435347
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,40 to 44,Female,9576.535298750186,9380.443004120412,9780.779628972356
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,40 to 44,Male,12228.855220427686,12063.09118349211,12470.486817659832
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,45 to 49,Both,12710.301095637602,12430.049729952003,12889.161567538471
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,45 to 49,Female,11317.681810267319,11029.56968459555,11467.302662303031
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,45 to 49,Male,14057.853920352072,13763.033284078761,14322.964362455288
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,50 to 54,Both,14458.69370898838,14051.533941104557,14744.17639514346
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,50 to 54,Female,13090.549140716152,12852.670147897887,13320.365660889125
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,50 to 54,Male,15738.143908400421,15473.964203678412,16142.12625988418
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,55 to 59,Both,16187.200914436038,15832.366877353226,16479.337270183205
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,55 to 59,Female,14975.013446792069,14747.952996365864,15170.98776853914
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,55 to 59,Male,17526.927055975244,17176.57063730621,17794.691961360768
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,60 to 64,Both,17975.51137769244,17648.10526857469,18319.72425565059
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,60 to 64,Female,16688.159335374716,16348.035619592232,17031.07693113903
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,60 to 64,Male,19257.378903892048,18967.46324429522,19525.822925842098
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,65 to 69,Both,19757.54601079473,19502.22507460368,20087.61859980696
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,65 to 69,Female,18459.77127740676,18118.600467934357,18691.664085790493
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,65 to 69,Male,21177.390856268546,20833.203074211553,21654.155924834675
DALYs (Disability-Adjusted Life Years),Rate,Japan,2017,70 to 74,Both,21603.671689327264,21253.08408437323,22059.578483274272
