measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2003,90 to 94,Female,Diabetes and kidney diseases,307.4111786717479,299.31446755787454,321.70072812381557
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2003,90 to 94,Male,Diabetes and kidney diseases,137.76139644879092,134.44426977233766,141.8886463219425
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,25 to 29,Both,Diabetes and kidney diseases,44006.729283555745,43247.07513870987,44861.49245016104
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,25 to 29,Female,Diabetes and kidney diseases,19363.78143344343,18858.726092931676,19811.126161931556
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,25 to 29,Male,Diabetes and kidney diseases,24121.947350490937,23520.527724706313,24721.185356341484
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,30 to 34,Both,Diabetes and kidney diseases,39002.19942839798,38176.62072196914,39942.302216782475
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,30 to 34,Female,Diabetes and kidney diseases,17177.28882634602,16768.48957645551,17842.60197509967
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,30 to 34,Male,Diabetes and kidney diseases,22054.383623029862,21482.75442301036,22543.952569474346
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,35 to 39,Both,Diabetes and kidney diseases,32678.08940542623,31940.471144513263,33329.624767498186
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,35 to 39,Female,Diabetes and kidney diseases,14911.83620700457,14585.871118106785,15252.938172947917
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,35 to 39,Male,Diabetes and kidney diseases,17840.61560978054,17366.4812741649,18296.469371036103
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,40 to 44,Both,Diabetes and kidney diseases,28422.05717245128,27802.692726098947,28918.60501681293
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,40 to 44,Female,Diabetes and kidney diseases,13899.157615843096,13606.55966773146,14198.794797483326
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,40 to 44,Male,Diabetes and kidney diseases,14395.05642815156,14087.861403516108,14705.970653836852
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,45 to 49,Both,Diabetes and kidney diseases,26840.26053184623,26104.730013200548,27328.455511950007
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,45 to 49,Female,Diabetes and kidney diseases,13551.465947655975,13127.381840374866,14011.32252680977
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,45 to 49,Male,Diabetes and kidney diseases,12911.556552829501,12454.97596430628,13296.349851263434
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,50 to 54,Both,Diabetes and kidney diseases,25041.86298026809,24395.52605750902,25712.31111832376
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,50 to 54,Female,Diabetes and kidney diseases,12951.181839214596,12572.769431464445,13274.674871551708
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,50 to 54,Male,Diabetes and kidney diseases,11930.542760476867,11625.38520424526,12209.028427854544
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,55 to 59,Both,Diabetes and kidney diseases,20741.351703759985,20248.972570423946,21157.706982105745
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,55 to 59,Female,Diabetes and kidney diseases,10622.050010572544,10399.272301287216,10911.148533727122
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,55 to 59,Male,Diabetes and kidney diseases,10095.741687793263,9859.871105905764,10353.822400583747
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,60 to 64,Both,Diabetes and kidney diseases,17528.304017503408,17232.27819652137,17760.445371200844
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,60 to 64,Female,Diabetes and kidney diseases,8553.844949780136,8397.52223437803,8778.639101707891
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,60 to 64,Male,Diabetes and kidney diseases,8841.936234849063,8691.370795888006,9018.126731216336
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,65 to 69,Both,Diabetes and kidney diseases,15211.805608811901,14905.955341672698,15697.383826480353
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,65 to 69,Female,Diabetes and kidney diseases,7433.060880039618,7160.175374039882,7645.4251194139515
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,65 to 69,Male,Diabetes and kidney diseases,7767.186916983949,7656.524859430703,7871.374662058473
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,70 to 74,Both,Diabetes and kidney diseases,11428.376561058745,11187.570826449726,11768.795157051843
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,70 to 74,Female,Diabetes and kidney diseases,5710.52305815509,5517.438504066383,5832.677829385392
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,70 to 74,Male,Diabetes and kidney diseases,5629.799526652313,5504.731203806766,5745.145550002675
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,75 to 79,Both,Diabetes and kidney diseases,8507.150661692403,8263.495083007372,8784.474069184325
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,75 to 79,Female,Diabetes and kidney diseases,4618.056576320558,4506.630839493289,4722.6512913816605
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,75 to 79,Male,Diabetes and kidney diseases,3820.720614539926,3723.820205633583,3895.572535262283
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,80 to 84,Both,Diabetes and kidney diseases,4656.883000287772,4547.816573797203,4751.236429918958
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,80 to 84,Female,Diabetes and kidney diseases,2748.2830820922386,2691.6954332311257,2805.7606650893367
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,80 to 84,Male,Diabetes and kidney diseases,1860.8463851528325,1824.9223372956376,1904.047749935416
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,85 to 89,Both,Diabetes and kidney diseases,1874.8527201676595,1837.206900463083,1915.541384335963
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,85 to 89,Female,Diabetes and kidney diseases,1143.903953842019,1110.874241872835,1177.8364464638325
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,85 to 89,Male,Diabetes and kidney diseases,705.2658366425879,684.8122988851349,724.2378632284899
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,90 to 94,Both,Diabetes and kidney diseases,459.0645013418379,444.9685461006977,470.8073229796882
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,90 to 94,Female,Diabetes and kidney diseases,303.56716741350925,294.1761281181804,311.5033746833587
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2004,90 to 94,Male,Diabetes and kidney diseases,147.23965528866864,144.50633267238697,151.52591917589666
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,25 to 29,Both,Diabetes and kidney diseases,44294.28334753083,43360.070441273594,45320.15573221528
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,25 to 29,Female,Diabetes and kidney diseases,19458.179468718405,18971.576062933924,20064.77963512537
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,25 to 29,Male,Diabetes and kidney diseases,24527.563282543382,23951.10715688851,25206.288841643436
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,30 to 34,Both,Diabetes and kidney diseases,40014.84880918507,39161.35051754855,41171.42712576226
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,30 to 34,Female,Diabetes and kidney diseases,17438.294307299293,16937.305908716084,17916.95998450696
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,30 to 34,Male,Diabetes and kidney diseases,22351.51681153581,21650.968810686514,23094.240480167406
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,35 to 39,Both,Diabetes and kidney diseases,33431.350427113604,32754.51578450131,34043.43366765129
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,35 to 39,Female,Diabetes and kidney diseases,15001.676916449995,14604.117243522629,15353.729402731682
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,35 to 39,Male,Diabetes and kidney diseases,18464.001738518764,18070.59275658095,18928.513636582647
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,40 to 44,Both,Diabetes and kidney diseases,28424.424459040336,27647.411736365902,29223.431075118635
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,40 to 44,Female,Diabetes and kidney diseases,13657.18108361191,13373.86778729344,13953.188159686299
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,40 to 44,Male,Diabetes and kidney diseases,14505.542537881887,14134.016351850136,14833.977330456903
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,45 to 49,Both,Diabetes and kidney diseases,26515.479100269073,25732.454103239244,27167.073918334543
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,45 to 49,Female,Diabetes and kidney diseases,13515.64888069648,13098.89579255164,13894.571753754462
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,45 to 49,Male,Diabetes and kidney diseases,12687.511201226624,12382.90871507614,13113.891455535024
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,50 to 54,Both,Diabetes and kidney diseases,25801.311857268447,25287.078306927848,26354.030888685113
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,50 to 54,Female,Diabetes and kidney diseases,13307.885289812622,12953.647243810929,13695.497231019523
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,50 to 54,Male,Diabetes and kidney diseases,12254.79488021808,11861.203403574902,12538.8936391963
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,55 to 59,Both,Diabetes and kidney diseases,20763.507044429825,20106.640803670995,21454.698485157736
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,55 to 59,Female,Diabetes and kidney diseases,10651.369593609883,10443.717571174402,10909.883165168114
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,55 to 59,Male,Diabetes and kidney diseases,9735.695553618038,9456.362482608674,9996.323803566613
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,60 to 64,Both,Diabetes and kidney diseases,17789.02999589643,17388.25429213199,18138.73290636084
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,60 to 64,Female,Diabetes and kidney diseases,8786.076498368266,8632.025409638516,8982.272337870054
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,60 to 64,Male,Diabetes and kidney diseases,8869.90002770437,8610.63745186342,9082.331394005108
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,65 to 69,Both,Diabetes and kidney diseases,15319.71906994569,14795.304206535842,15614.38788408133
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,65 to 69,Female,Diabetes and kidney diseases,7489.823323475525,7281.6094084703545,7656.343049446083
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,65 to 69,Male,Diabetes and kidney diseases,7662.608115344435,7503.633942306638,7902.4243181315705
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,70 to 74,Both,Diabetes and kidney diseases,11316.841642088648,11114.737637501512,11500.20556738861
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,70 to 74,Female,Diabetes and kidney diseases,5656.374645194355,5474.078048005113,5804.668786508188
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,70 to 74,Male,Diabetes and kidney diseases,5600.446704597196,5457.002217922447,5766.041287004549
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,75 to 79,Both,Diabetes and kidney diseases,8273.446128754847,8125.089851404063,8471.830772779746
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,75 to 79,Female,Diabetes and kidney diseases,4444.137743721169,4308.899123972874,4544.494864260176
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,75 to 79,Male,Diabetes and kidney diseases,3757.989434981114,3665.876122609806,3887.469616985833
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,80 to 84,Both,Diabetes and kidney diseases,4665.390530582969,4579.594728399946,4776.710971526787
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,80 to 84,Female,Diabetes and kidney diseases,2718.6036913151984,2640.0824184444996,2799.332532379174
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,80 to 84,Male,Diabetes and kidney diseases,1881.1520884615131,1826.4044673033923,1919.4501239633553
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,85 to 89,Both,Diabetes and kidney diseases,1840.80253318621,1795.9997909278427,1876.3753198433028
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,85 to 89,Female,Diabetes and kidney diseases,1119.2469091080395,1095.3925549292144,1137.9669551963063
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,85 to 89,Male,Diabetes and kidney diseases,698.3651671941656,677.9786777817799,714.4677896896467
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,90 to 94,Both,Diabetes and kidney diseases,461.4069285032458,446.1630379022653,477.99968733365046
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,90 to 94,Female,Diabetes and kidney diseases,300.3591123399816,290.84203857924535,307.64704471739077
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2005,90 to 94,Male,Diabetes and kidney diseases,155.6194778501863,151.0769969418234,159.2588103114341
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,25 to 29,Both,Diabetes and kidney diseases,44585.10245530281,43411.56904812233,45436.09036378744
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,25 to 29,Female,Diabetes and kidney diseases,19694.17084402327,19245.310858482244,20300.323191765645
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,25 to 29,Male,Diabetes and kidney diseases,24378.1685705175,23970.56818558336,24864.203520114897
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,30 to 34,Both,Diabetes and kidney diseases,40711.13685486231,39503.73369872061,41830.09249191813
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,30 to 34,Female,Diabetes and kidney diseases,17706.689713584095,17247.492325714535,18258.87653802306
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,30 to 34,Male,Diabetes and kidney diseases,22897.72085479597,22536.914588479325,23283.54910890309
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,35 to 39,Both,Diabetes and kidney diseases,34225.34395524384,33517.89289954549,34865.77527786426
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,35 to 39,Female,Diabetes and kidney diseases,15251.203625451528,14770.075893700006,15620.738923018884
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,35 to 39,Male,Diabetes and kidney diseases,18911.649416658074,18500.048684572117,19564.85599226869
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,40 to 44,Both,Diabetes and kidney diseases,28403.04092355082,27686.57422794928,28979.938653048346
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,40 to 44,Female,Diabetes and kidney diseases,13497.679750050642,13067.034152162905,13859.563665769405
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,40 to 44,Male,Diabetes and kidney diseases,14648.689974184359,14141.233840853814,15074.490585678126
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,45 to 49,Both,Diabetes and kidney diseases,26307.452367825194,25748.255359060855,26980.68052255892
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,45 to 49,Female,Diabetes and kidney diseases,13486.5906653131,13194.612043438865,13753.207314498322
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,45 to 49,Male,Diabetes and kidney diseases,12590.315278071326,12335.588503476274,13028.488935590245
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,50 to 54,Both,Diabetes and kidney diseases,25750.138229220076,24859.95377783927,26430.71764312974
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,50 to 54,Female,Diabetes and kidney diseases,13396.810958953149,13078.837813499977,13733.319173621949
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,50 to 54,Male,Diabetes and kidney diseases,12083.009498807198,11815.874607801346,12360.8305970031
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,55 to 59,Both,Diabetes and kidney diseases,21482.291849991903,20977.087413921177,21973.220449409342
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,55 to 59,Female,Diabetes and kidney diseases,11097.75616940172,10889.378698258599,11308.87272646439
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,55 to 59,Male,Diabetes and kidney diseases,10051.719246866825,9732.811935758371,10293.794534482666
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,60 to 64,Both,Diabetes and kidney diseases,18153.84523408818,17696.091789457612,18504.37435793743
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,60 to 64,Female,Diabetes and kidney diseases,9090.496246362203,8824.046002105002,9391.568548339306
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,60 to 64,Male,Diabetes and kidney diseases,9009.466951186603,8780.14876896386,9238.746167294184
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,65 to 69,Both,Diabetes and kidney diseases,15162.844472053619,14814.820808878834,15521.485325452799
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,65 to 69,Female,Diabetes and kidney diseases,7575.904592305749,7456.07144378526,7676.736600566507
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,65 to 69,Male,Diabetes and kidney diseases,7589.598546549025,7361.859663700558,7809.205268663593
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,70 to 74,Both,Diabetes and kidney diseases,11328.517228848048,11063.682553154875,11599.464236764015
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,70 to 74,Female,Diabetes and kidney diseases,5676.858885721634,5521.51796740451,5838.119449959518
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,70 to 74,Male,Diabetes and kidney diseases,5560.397369547801,5442.051114506345,5708.689336891877
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,75 to 79,Both,Diabetes and kidney diseases,8007.143292996165,7766.115091044354,8247.65948366278
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,75 to 79,Female,Diabetes and kidney diseases,4278.354512518962,4177.904556102766,4394.439683165328
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,75 to 79,Male,Diabetes and kidney diseases,3655.651333050061,3571.5458842673606,3749.995463604262
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,80 to 84,Both,Diabetes and kidney diseases,4694.5864953510845,4560.077934451682,4781.053998721285
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,80 to 84,Female,Diabetes and kidney diseases,2707.5190755357844,2639.5562296253765,2766.7456784971855
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,80 to 84,Male,Diabetes and kidney diseases,1910.812289327958,1843.8878276624885,1965.2442021507243
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,85 to 89,Both,Diabetes and kidney diseases,1775.5117242854378,1737.2170354279112,1811.6842982608744
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,85 to 89,Female,Diabetes and kidney diseases,1071.0844226339054,1046.1251306085594,1105.9864447754237
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,85 to 89,Male,Diabetes and kidney diseases,680.9162918170764,668.724603039035,699.8733774910254
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,90 to 94,Both,Diabetes and kidney diseases,478.2579263504534,468.4213215153055,491.47127758055365
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,90 to 94,Female,Diabetes and kidney diseases,303.50220303612866,297.5061955263025,311.2355939397992
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2006,90 to 94,Male,Diabetes and kidney diseases,166.88123349748952,163.44940566868385,169.76125345805352
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,25 to 29,Both,Diabetes and kidney diseases,44704.23297968046,43540.70672482527,46202.27025746506
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,25 to 29,Female,Diabetes and kidney diseases,19905.396409323082,19318.920171177266,20378.77445150669
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,25 to 29,Male,Diabetes and kidney diseases,24459.78205377637,23823.35666034382,25294.00411436706
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,30 to 34,Both,Diabetes and kidney diseases,41465.664520942766,40691.27864758206,42442.57115009852
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,30 to 34,Female,Diabetes and kidney diseases,18064.223703701948,17673.14750435732,18607.79716185097
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,30 to 34,Male,Diabetes and kidney diseases,23219.13727841632,22722.044177234195,23868.19496986492
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,35 to 39,Both,Diabetes and kidney diseases,35279.829139944144,34395.56187518942,36275.416378935144
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,35 to 39,Female,Diabetes and kidney diseases,15535.473080058533,15134.887305025366,15941.613495051744
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,35 to 39,Male,Diabetes and kidney diseases,19481.19485068808,18992.243288639216,20050.132835900717
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,40 to 44,Both,Diabetes and kidney diseases,28715.724682214666,28226.68077876669,29300.18560317439
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,40 to 44,Female,Diabetes and kidney diseases,13567.527853012007,13278.155655495128,13869.185272658739
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,40 to 44,Male,Diabetes and kidney diseases,15009.72878298433,14590.254628783907,15463.712971829678
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,45 to 49,Both,Diabetes and kidney diseases,26177.756478688236,25409.600551028714,26789.22637371016
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,45 to 49,Female,Diabetes and kidney diseases,13390.714738065884,13020.396249129893,13704.622613667429
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,45 to 49,Male,Diabetes and kidney diseases,12636.244213182486,12168.50976562433,12910.31587169737
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,50 to 54,Both,Diabetes and kidney diseases,25656.69333081426,24905.099580976792,26393.587083155435
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,50 to 54,Female,Diabetes and kidney diseases,13355.16997712725,13064.711196896826,13644.794691473347
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,50 to 54,Male,Diabetes and kidney diseases,11849.430052592174,11595.334194805802,12069.464497512805
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,55 to 59,Both,Diabetes and kidney diseases,22165.900898149375,21689.258337695177,22618.4063674552
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,55 to 59,Female,Diabetes and kidney diseases,11558.928783704663,11320.20520200293,11734.316388843577
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,55 to 59,Male,Diabetes and kidney diseases,10425.341275194813,10133.226304589305,10712.62051742005
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,60 to 64,Both,Diabetes and kidney diseases,18535.723047024276,18076.68810023323,19071.49721061614
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,60 to 64,Female,Diabetes and kidney diseases,9393.123400862329,9149.168605653636,9614.767246564577
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,60 to 64,Male,Diabetes and kidney diseases,8994.793698461408,8767.314369599106,9137.795084555439
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,65 to 69,Both,Diabetes and kidney diseases,15205.164527263632,14872.236652651574,15478.031000631061
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,65 to 69,Female,Diabetes and kidney diseases,7569.267731162294,7353.27740925039,7755.057431789908
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,65 to 69,Male,Diabetes and kidney diseases,7527.227280132436,7337.880858474531,7654.59559176985
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,70 to 74,Both,Diabetes and kidney diseases,11434.85361697683,11086.148199899673,11685.759855205546
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,70 to 74,Female,Diabetes and kidney diseases,5794.867751838294,5680.252951907913,5920.968525665689
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,70 to 74,Male,Diabetes and kidney diseases,5603.478292754047,5460.9733532560695,5714.744801258537
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,75 to 79,Both,Diabetes and kidney diseases,7747.021575518532,7563.285813164352,7921.025260165081
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,75 to 79,Female,Diabetes and kidney diseases,4139.3222217003595,3997.90476891793,4255.790816830953
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,75 to 79,Male,Diabetes and kidney diseases,3567.735131649075,3472.0972256365685,3648.6424575409583
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,80 to 84,Both,Diabetes and kidney diseases,4574.176595113403,4420.7304653045585,4692.168815652283
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,80 to 84,Female,Diabetes and kidney diseases,2636.1381033564803,2567.808671035652,2703.320239995055
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,80 to 84,Male,Diabetes and kidney diseases,1917.2702021949863,1865.575933740468,1952.5168112934857
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,85 to 89,Both,Diabetes and kidney diseases,1729.807390918823,1694.2223091699527,1768.6320231009747
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,85 to 89,Female,Diabetes and kidney diseases,1031.101009314952,1011.1898819760186,1062.108864601114
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,85 to 89,Male,Diabetes and kidney diseases,668.6400338987951,641.118718048888,688.0957992742714
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,90 to 94,Both,Diabetes and kidney diseases,485.91964225355525,474.39831099218725,499.2521673161575
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,90 to 94,Female,Diabetes and kidney diseases,304.63758376506524,295.2824693723434,313.79945116353576
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2007,90 to 94,Male,Diabetes and kidney diseases,175.2066133549577,171.6323317357756,178.54327327890542
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,25 to 29,Both,Diabetes and kidney diseases,45224.35059604817,44233.81865681371,46571.43950281605
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,25 to 29,Female,Diabetes and kidney diseases,20119.784336921064,19541.782801667527,20715.344676832876
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,25 to 29,Male,Diabetes and kidney diseases,24696.883583621104,24054.593460893495,25301.57604304626
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,30 to 34,Both,Diabetes and kidney diseases,42181.66641937528,41017.19767185155,43406.71127315991
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,30 to 34,Female,Diabetes and kidney diseases,18455.916760531694,17951.180532113034,19172.668067873186
DALYs (Disability-Adjusted Life Years),Number,Zimbabwe,2008,30 to 34,Male,Diabetes and kidney diseases,23541.30330539392,22946.890636209362,24073.805415598374
