cause,location,sex,year,benchmark_rate,benchmark_lower,benchmark_upper,prev_group,next_group,prev_rate,next_rate,equivalent_age,lower_bound,upper_bound,equivalent_age_numeric,lower_bound_numeric,upper_bound_numeric
Cardiovascular diseases,Japan,Male,2026,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12807.960898379895,13856.707075603152,67.04,67.00,67.07,67.03657727699215,66.99797532639961,67.07219775473706
Cardiovascular diseases,Japan,Male,2027,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12676.416206655667,13726.713533009626,67.66,67.61,67.71,67.66274922402812,67.61208870842138,67.7074316014171
Cardiovascular diseases,Japan,Male,2028,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12676.416206655667,13726.713533009626,67.66,67.61,67.71,67.66274922402812,67.61208870842138,67.7074316014171
Cardiovascular diseases,Japan,Male,2029,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12676.416206655667,13726.713533009626,67.66,67.61,67.71,67.66274922402812,67.61208870842138,67.7074316014171
Cardiovascular diseases,Japan,Male,2030,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12676.416206655667,13726.713533009626,67.66,67.61,67.71,67.66274922402812,67.61208870842138,67.7074316014171
Cardiovascular diseases,Japan,Male,2031,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12676.416206655667,13726.713533009626,67.66,67.61,67.71,67.66274922402812,67.61208870842138,67.7074316014171
Cardiovascular diseases,Japan,Male,2032,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12558.373044587828,13626.624669807496,68.20,68.17,68.25,68.20411663133635,68.16940432270482,68.25121626211644
Cardiovascular diseases,Japan,Male,2033,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12558.373044587828,13626.624669807496,68.20,68.17,68.25,68.20411663133635,68.16940432270482,68.25121626211644
Cardiovascular diseases,Japan,Male,2034,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12558.373044587828,13626.624669807496,68.20,68.17,68.25,68.20411663133635,68.16940432270482,68.25121626211644
Cardiovascular diseases,Japan,Male,2035,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12558.373044587828,13626.624669807496,68.20,68.17,68.25,68.20411663133635,68.16940432270482,68.25121626211644
Cardiovascular diseases,Japan,Male,2036,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12558.373044587828,13626.624669807496,68.20,68.17,68.25,68.20411663133635,68.16940432270482,68.25121626211644
Cardiovascular diseases,Japan,Male,2037,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12447.056631337562,13540.311193222682,68.69,68.63,68.75,68.68568390096877,68.62550793830374,68.74912527553701
Cardiovascular diseases,Japan,Male,2038,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12447.056631337562,13540.311193222682,68.69,68.63,68.75,68.68568390096877,68.62550793830374,68.74912527553701
Cardiovascular diseases,Japan,Male,2039,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12447.056631337562,13540.311193222682,68.69,68.63,68.75,68.68568390096877,68.62550793830374,68.74912527553701
Cardiovascular diseases,Japan,Male,2040,12815.632954263645,12520.994761780714,13120.519185982132,65 to 69,70 to 74,12447.056631337562,13540.311193222682,68.69,68.63,68.75,68.68568390096877,68.62550793830374,68.74912527553701
Cardiovascular diseases,Zimbabwe,Both,2022,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12429.753760550897,13436.374008880532,58.92,58.72,59.13,58.916706892957244,58.72114410253083,59.134606617452285
Cardiovascular diseases,Zimbabwe,Both,2023,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12429.753760550897,13436.374008880532,58.92,58.72,59.13,58.916706892957244,58.72114410253083,59.134606617452285
Cardiovascular diseases,Zimbabwe,Both,2024,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12429.753760550897,13436.374008880532,58.92,58.72,59.13,58.916706892957244,58.72114410253083,59.134606617452285
Cardiovascular diseases,Zimbabwe,Both,2025,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12429.753760550897,13436.374008880532,58.92,58.72,59.13,58.916706892957244,58.72114410253083,59.134606617452285
Cardiovascular diseases,Zimbabwe,Both,2026,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12429.753760550897,13436.374008880532,58.92,58.72,59.13,58.916706892957244,58.72114410253083,59.134606617452285
Cardiovascular diseases,Zimbabwe,Both,2027,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12290.91898294908,13320.07959843678,59.55,59.33,59.82,59.54923266309561,59.326613786169865,59.817480638912514
Cardiovascular diseases,Zimbabwe,Both,2028,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12290.91898294908,13320.07959843678,59.55,59.33,59.82,59.54923266309561,59.326613786169865,59.817480638912514
Cardiovascular diseases,Zimbabwe,Both,2029,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12290.91898294908,13320.07959843678,59.55,59.33,59.82,59.54923266309561,59.326613786169865,59.817480638912514
Cardiovascular diseases,Zimbabwe,Both,2030,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12290.91898294908,13320.07959843678,59.55,59.33,59.82,59.54923266309561,59.326613786169865,59.817480638912514
Cardiovascular diseases,Zimbabwe,Both,2031,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12290.91898294908,13320.07959843678,59.55,59.33,59.82,59.54923266309561,59.326613786169865,59.817480638912514
Cardiovascular diseases,Zimbabwe,Both,2032,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12172.675363312173,13202.455832518539,60.12,59.86,60.38,60.12181872825277,59.86023658901154,60.38221586232252
Cardiovascular diseases,Zimbabwe,Both,2033,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12172.675363312173,13202.455832518539,60.12,59.86,60.38,60.12181872825277,59.86023658901154,60.38221586232252
Cardiovascular diseases,Zimbabwe,Both,2034,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12172.675363312173,13202.455832518539,60.12,59.86,60.38,60.12181872825277,59.86023658901154,60.38221586232252
Cardiovascular diseases,Zimbabwe,Both,2035,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12172.675363312173,13202.455832518539,60.12,59.86,60.38,60.12181872825277,59.86023658901154,60.38221586232252
Cardiovascular diseases,Zimbabwe,Both,2036,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12172.675363312173,13202.455832518539,60.12,59.86,60.38,60.12181872825277,59.86023658901154,60.38221586232252
Cardiovascular diseases,Zimbabwe,Both,2037,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12053.93527803379,13106.197192984526,60.62,60.32,60.95,60.61933500304207,60.32199763407324,60.946096028728554
Cardiovascular diseases,Zimbabwe,Both,2038,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12053.93527803379,13106.197192984526,60.62,60.32,60.95,60.61933500304207,60.32199763407324,60.946096028728554
Cardiovascular diseases,Zimbabwe,Both,2039,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12053.93527803379,13106.197192984526,60.62,60.32,60.95,60.61933500304207,60.32199763407324,60.946096028728554
Cardiovascular diseases,Zimbabwe,Both,2040,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12053.93527803379,13106.197192984526,60.62,60.32,60.95,60.61933500304207,60.32199763407324,60.946096028728554
Cardiovascular diseases,Zimbabwe,Female,2022,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12788.035958813174,13785.163571690022,62.14,61.94,62.36,62.138382465263646,61.93978297050243,62.35888341817977
Cardiovascular diseases,Zimbabwe,Female,2023,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12788.035958813174,13785.163571690022,62.14,61.94,62.36,62.138382465263646,61.93978297050243,62.35888341817977
Cardiovascular diseases,Zimbabwe,Female,2024,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12788.035958813174,13785.163571690022,62.14,61.94,62.36,62.138382465263646,61.93978297050243,62.35888341817977
Cardiovascular diseases,Zimbabwe,Female,2025,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12788.035958813174,13785.163571690022,62.14,61.94,62.36,62.138382465263646,61.93978297050243,62.35888341817977
Cardiovascular diseases,Zimbabwe,Female,2026,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12788.035958813174,13785.163571690022,62.14,61.94,62.36,62.138382465263646,61.93978297050243,62.35888341817977
Cardiovascular diseases,Zimbabwe,Female,2027,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12640.178506203909,13658.733581766177,62.86,62.55,63.24,62.86129092215696,62.553790270808385,63.24146400690351
Cardiovascular diseases,Zimbabwe,Female,2028,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12640.178506203909,13658.733581766177,62.86,62.55,63.24,62.86129092215696,62.553790270808385,63.24146400690351
Cardiovascular diseases,Zimbabwe,Female,2029,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12640.178506203909,13658.733581766177,62.86,62.55,63.24,62.86129092215696,62.553790270808385,63.24146400690351
Cardiovascular diseases,Zimbabwe,Female,2030,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12640.178506203909,13658.733581766177,62.86,62.55,63.24,62.86129092215696,62.553790270808385,63.24146400690351
Cardiovascular diseases,Zimbabwe,Female,2031,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12640.178506203909,13658.733581766177,62.86,62.55,63.24,62.86129092215696,62.553790270808385,63.24146400690351
Cardiovascular diseases,Zimbabwe,Female,2032,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12502.191271116633,13539.426702142693,63.51,63.12,63.98,63.51094762949308,63.12368439392322,63.97576999879213
Cardiovascular diseases,Zimbabwe,Female,2033,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12502.191271116633,13539.426702142693,63.51,63.12,63.98,63.51094762949308,63.12368439392322,63.97576999879213
Cardiovascular diseases,Zimbabwe,Female,2034,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12502.191271116633,13539.426702142693,63.51,63.12,63.98,63.51094762949308,63.12368439392322,63.97576999879213
Cardiovascular diseases,Zimbabwe,Female,2035,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12502.191271116633,13539.426702142693,63.51,63.12,63.98,63.51094762949308,63.12368439392322,63.97576999879213
Cardiovascular diseases,Zimbabwe,Female,2036,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12502.191271116633,13539.426702142693,63.51,63.12,63.98,63.51094762949308,63.12368439392322,63.97576999879213
Cardiovascular diseases,Zimbabwe,Female,2037,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12396.225721202154,13429.947399877472,64.03,63.61,64.57,64.02862744253825,63.60905390825715,64.56704765151895
Cardiovascular diseases,Zimbabwe,Female,2038,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12396.225721202154,13429.947399877472,64.03,63.61,64.57,64.02862744253825,63.60905390825715,64.56704765151895
Cardiovascular diseases,Zimbabwe,Female,2039,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12396.225721202154,13429.947399877472,64.03,63.61,64.57,64.02862744253825,63.60905390825715,64.56704765151895
Cardiovascular diseases,Zimbabwe,Female,2040,12815.632954263645,12520.994761780714,13120.519185982132,60 to 64,65 to 69,12396.225721202154,13429.947399877472,64.03,63.61,64.57,64.02862744253825,63.60905390825715,64.56704765151895
Cardiovascular diseases,Zimbabwe,Male,2022,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,12058.804439819576,13089.805621151221,55.67,55.48,55.87,55.67035716422044,55.48259582490149,55.87393884911228
Cardiovascular diseases,Zimbabwe,Male,2023,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,12058.804439819576,13089.805621151221,55.67,55.48,55.87,55.67035716422044,55.48259582490149,55.87393884911228
Cardiovascular diseases,Zimbabwe,Male,2024,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,12058.804439819576,13089.805621151221,55.67,55.48,55.87,55.67035716422044,55.48259582490149,55.87393884911228
Cardiovascular diseases,Zimbabwe,Male,2025,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,12058.804439819576,13089.805621151221,55.67,55.48,55.87,55.67035716422044,55.48259582490149,55.87393884911228
Cardiovascular diseases,Zimbabwe,Male,2026,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,12058.804439819576,13089.805621151221,55.67,55.48,55.87,55.67035716422044,55.48259582490149,55.87393884911228
Cardiovascular diseases,Zimbabwe,Male,2027,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11905.189668195533,12951.403496390049,56.35,56.20,56.56,56.35113387690207,56.196127583897095,56.55781788213222
Cardiovascular diseases,Zimbabwe,Male,2028,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11905.189668195533,12951.403496390049,56.35,56.20,56.56,56.35113387690207,56.196127583897095,56.55781788213222
Cardiovascular diseases,Zimbabwe,Male,2029,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11905.189668195533,12951.403496390049,56.35,56.20,56.56,56.35113387690207,56.196127583897095,56.55781788213222
Cardiovascular diseases,Zimbabwe,Male,2030,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11905.189668195533,12951.403496390049,56.35,56.20,56.56,56.35113387690207,56.196127583897095,56.55781788213222
Cardiovascular diseases,Zimbabwe,Male,2031,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11905.189668195533,12951.403496390049,56.35,56.20,56.56,56.35113387690207,56.196127583897095,56.55781788213222
Cardiovascular diseases,Zimbabwe,Male,2032,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11778.56567149262,12815.731079923242,57.00,56.73,57.25,56.9995269526982,56.72975593457904,57.24514277695333
Cardiovascular diseases,Zimbabwe,Male,2033,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11778.56567149262,12815.731079923242,57.00,56.73,57.25,56.9995269526982,56.72975593457904,57.24514277695333
Cardiovascular diseases,Zimbabwe,Male,2034,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11778.56567149262,12815.731079923242,57.00,56.73,57.25,56.9995269526982,56.72975593457904,57.24514277695333
Cardiovascular diseases,Zimbabwe,Male,2035,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11778.56567149262,12815.731079923242,57.00,56.73,57.25,56.9995269526982,56.72975593457904,57.24514277695333
Cardiovascular diseases,Zimbabwe,Male,2036,12815.632954263645,12520.994761780714,13120.519185982132,50 to 54,55 to 59,11778.56567149262,12815.731079923242,57.00,56.73,57.25,56.9995269526982,56.72975593457904,57.24514277695333
Cardiovascular diseases,Zimbabwe,Male,2037,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12708.221709290068,13793.459017415977,57.49,57.03,57.75,57.49487445819138,57.02984070508524,57.74894661949653
Cardiovascular diseases,Zimbabwe,Male,2038,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12708.221709290068,13793.459017415977,57.49,57.03,57.75,57.49487445819138,57.02984070508524,57.74894661949653
Cardiovascular diseases,Zimbabwe,Male,2039,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12708.221709290068,13793.459017415977,57.49,57.03,57.75,57.49487445819138,57.02984070508524,57.74894661949653
Cardiovascular diseases,Zimbabwe,Male,2040,12815.632954263645,12520.994761780714,13120.519185982132,55 to 59,60 to 64,12708.221709290068,13793.459017415977,57.49,57.03,57.75,57.49487445819138,57.02984070508524,57.74894661949653
Diabetes and kidney diseases,Demo region,Both,2022,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7315.453400355875,8052.481273363357,71.76,71.73,71.80,71.75627175738148,71.72506548476338,71.8031311333609
Diabetes and kidney diseases,Demo region,Both,2023,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7315.943497134248,8056.877742437589,71.73,71.70,71.77,71.72788833165944,71.69630087888106,71.77497900338692
Diabetes and kidney diseases,Demo region,Both,2024,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7315.4785604679355,8061.827302978235,71.70,71.66,71.74,71.69670390873574,71.6647487217996,71.74397470066923
Diabetes and kidney diseases,Demo region,Both,2025,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7314.699917760716,8065.505249630384,71.67,71.64,71.72,71.67401085315335,71.64181249771069,71.72137828546471
Diabetes and kidney diseases,Demo region,Both,2026,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7313.73484094672,8067.915984700096,71.66,71.63,71.71,71.65948755539736,71.62715631249033,71.70688302116652
Diabetes and kidney diseases,Demo region,Both,2027,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7952.423511255739,8699.637651296698,72.43,72.39,72.50,72.42913307592323,72.39052021850618,72.49661881191685
Diabetes and kidney diseases,Demo region,Both,2028,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7953.126816568284,8703.348525340465,72.42,72.38,72.49,72.42272540506114,72.38415702757183,72.49010507000115
Diabetes and kidney diseases,Demo region,Both,2029,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7952.732933059811,8707.282420936177,72.42,72.38,72.49,72.42291088708689,72.38457607906217,72.48989841279672
Diabetes and kidney diseases,Demo region,Both,2030,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7952.074153297047,8710.20608809551,72.43,72.39,72.49,72.4252572372753,72.38715328187743,72.49186743255417
Diabetes and kidney diseases,Demo region,Both,2031,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7951.257847891109,8712.11249973283,72.43,72.39,72.50,72.42909985280629,72.39120691782583,72.49537309843319
Diabetes and kidney diseases,Demo region,Both,2032,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7857.384162754639,8637.002312513563,73.02,72.97,73.10,73.02082159713791,72.97102375772205,73.0958536566783
Diabetes and kidney diseases,Demo region,Both,2033,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7856.221787138192,8637.530783193262,73.03,72.98,73.10,73.02605105908744,72.97650074739174,73.10080894669905
Diabetes and kidney diseases,Demo region,Both,2034,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7855.337377525883,8637.183425211397,73.03,72.98,73.11,73.03100216893675,72.9816124532428,73.10560046670777
Diabetes and kidney diseases,Demo region,Both,2035,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7854.7213316319685,8636.628928177273,73.03,72.99,73.11,73.0348603901319,72.98557125850853,73.1093676520479
Diabetes and kidney diseases,Demo region,Both,2036,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7855.830494736555,8635.955556323797,73.03,72.98,73.10,73.0301160986291,72.98058606775874,73.10489462216354
Diabetes and kidney diseases,Demo region,Both,2037,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7789.803015756279,8584.011198115217,73.43,73.38,73.50,73.42753097357793,73.37692023169774,73.49869104809959
Diabetes and kidney diseases,Demo region,Both,2038,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7790.756663042247,8583.08087567718,73.42,73.37,73.50,73.42490728587232,73.37411883018373,73.4963049212949
Diabetes and kidney diseases,Demo region,Both,2039,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7792.797020041454,8582.369645064477,73.42,73.37,73.49,73.41695231433323,73.36580874240515,73.48878745514
Diabetes and kidney diseases,Demo region,Both,2040,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7795.401037563668,8581.880591869922,73.41,73.35,73.48,73.40597001498006,73.35437754224941,73.47834458275382
Diabetes and kidney diseases,Demo region,Female,2022,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7418.901339316203,8157.488125035305,76.05,75.99,76.10,76.04592286210125,75.99303603939049,76.10489001093235
Diabetes and kidney diseases,Demo region,Female,2023,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7424.05333666165,8156.5233076493005,76.04,75.99,76.10,76.04454147282648,75.99127332786048,76.10404505418407
Diabetes and kidney diseases,Demo region,Female,2024,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7429.882648187461,8156.188664697311,76.04,75.98,76.10,76.03873649804844,75.98499298886429,76.09887179120194
Diabetes and kidney diseases,Demo region,Female,2025,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7434.398000532175,8156.683299739585,76.03,75.98,76.09,76.02996137274431,75.97580807575102,76.09060809659091
Diabetes and kidney diseases,Demo region,Female,2026,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7437.57952588205,8157.636436522904,76.02,75.97,76.08,76.0203408735861,75.96586772309593,76.08136318434318
Diabetes and kidney diseases,Demo region,Female,2027,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7326.473453805547,8096.201595219399,76.48,76.42,76.56,76.48262757186232,76.41708497017704,76.55843916429569
Diabetes and kidney diseases,Demo region,Female,2028,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7327.629886008901,8100.415271099155,76.46,76.39,76.53,76.45741145599047,76.39153865799383,76.53365919448157
Diabetes and kidney diseases,Demo region,Female,2029,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7327.416120228076,8104.977111166403,76.43,76.37,76.51,76.43140962263206,76.36533163786639,76.5079530856797
Diabetes and kidney diseases,Demo region,Female,2030,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7326.787393250919,8108.512480968334,76.41,76.35,76.49,76.41182577673639,76.34564077020094,76.48853747344839
Diabetes and kidney diseases,Demo region,Female,2031,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7325.899031682467,8110.991751566394,76.40,76.33,76.48,76.39855906531146,76.33234599027313,76.47533376616438
Diabetes and kidney diseases,Demo region,Female,2032,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7248.186538107917,8044.683329160573,76.82,76.75,76.90,76.82342077354866,76.75226248451183,76.90420633738083
Diabetes and kidney diseases,Demo region,Female,2033,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7246.842027430162,8045.555116484532,76.82,76.75,76.90,76.81845330214067,76.74737979321766,76.89918915834991
Diabetes and kidney diseases,Demo region,Female,2034,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7245.809046301599,8045.353966931126,76.82,76.75,76.90,76.81990008019257,76.74893392571632,76.90050528801414
Diabetes and kidney diseases,Demo region,Female,2035,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7245.071495480522,8044.836189162735,76.82,76.75,76.90,76.82318663431515,76.75231519634008,76.90365915079771
Diabetes and kidney diseases,Demo region,Female,2036,8016.5543717135615,7842.31268086651,8271.649337106184,70 to 74,75 to 79,7246.289906682018,8044.125505726788,76.83,76.76,76.91,76.82721293681156,76.75626153368331,76.90773813900367
Diabetes and kidney diseases,Demo region,Female,2037,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,8014.350487140527,8830.107107821555,77.01,76.94,77.12,77.01350822363658,76.9373698279969,77.12373760611572
Diabetes and kidney diseases,Demo region,Female,2038,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,8013.303007383131,8830.660134064676,77.02,76.94,77.13,77.01988949642876,76.94378112833624,77.12963118757588
Diabetes and kidney diseases,Demo region,Female,2039,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,8012.498190015354,8830.45059443514,77.02,76.95,77.13,77.02479472935276,76.94862763545618,77.13424152952877
Diabetes and kidney diseases,Demo region,Female,2040,8016.5543717135615,7842.31268086651,8271.649337106184,75 to 79,80 to 84,8011.933712034763,8830.025844487738,77.03,76.95,77.14,77.02824046030699,76.95196244193437,77.13751472362645
Diabetes and kidney diseases,Demo region,Male,2022,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7965.403525625738,8707.670817598828,67.34,67.31,67.40,67.34455813048056,67.30642765822073,67.4039627639754
Diabetes and kidney diseases,Demo region,Male,2023,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7965.257282269165,8711.027388200857,67.34,67.31,67.40,67.34392025797487,67.30592934928086,67.40309191716426
Diabetes and kidney diseases,Demo region,Male,2024,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7964.602800339344,8714.783970726809,67.35,67.31,67.41,67.34626016637678,67.30849753723315,67.40508243374093
Diabetes and kidney diseases,Demo region,Male,2025,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7963.839960609005,8717.373918319687,67.35,67.31,67.41,67.34978125779963,67.31221981722676,67.40830840085594
Diabetes and kidney diseases,Demo region,Male,2026,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7963.029679946438,8718.835267130718,67.35,67.32,67.41,67.35409034197886,67.31669669442601,67.41238350036177
Diabetes and kidney diseases,Demo region,Male,2027,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7828.556744597655,8602.111187664697,68.22,68.17,68.30,68.21515446521462,68.1664532371177,68.30451661555554
Diabetes and kidney diseases,Demo region,Male,2028,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7827.507040194166,8602.29576508004,68.22,68.17,68.31,68.2199927893068,68.17143840030123,68.30909383395374
Diabetes and kidney diseases,Demo region,Male,2029,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7826.729706432709,8601.744235243492,68.22,68.18,68.31,68.22465230150026,68.1761827994402,68.31360470654094
Diabetes and kidney diseases,Demo region,Male,2030,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7826.205124964394,8601.107240502208,68.23,68.18,68.32,68.228214783083,68.17979357130368,68.31708379111939
Diabetes and kidney diseases,Demo region,Male,2031,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7827.299754567167,8600.432278713206,68.22,68.18,68.31,68.22394680883096,68.1753563893664,68.31311833195626
Diabetes and kidney diseases,Demo region,Male,2032,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7736.46093543477,8496.50487537279,68.84,68.76,68.94,68.8426134435177,68.7639155932098,68.94457772143092
Diabetes and kidney diseases,Demo region,Male,2033,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7737.18626667914,8495.640262250954,68.84,68.76,68.94,68.84169446443353,68.762806222047,68.94387187600616
Diabetes and kidney diseases,Demo region,Male,2034,8016.5543717135615,7842.31268086651,8271.649337106184,65 to 69,70 to 74,7738.815492404887,8495.002744554617,68.84,68.76,68.94,68.83644248510606,68.75717328129733,68.93902192089101
