cause,location,sex,age,year,point_estimate,lower,upper
Diabetes and kidney diseases,Demo region,Male,30 to 34,2028,2899.8981502934125,2889.207902075513,2910.0663813330957
Diabetes and kidney diseases,Demo region,Male,35 to 39,2028,3407.5035190162353,3397.1876003551793,3418.6043501755
Diabetes and kidney diseases,Demo region,Male,40 to 44,2028,4140.688070550019,4130.527096799082,4152.604154752654
Diabetes and kidney diseases,Demo region,Male,45 to 49,2028,4881.020461432013,4870.082861458602,4892.704322440036
Diabetes and kidney diseases,Demo region,Male,50 to 54,2028,5579.135326022346,5570.794716660766,5588.593131589109
Diabetes and kidney diseases,Demo region,Male,55 to 59,2028,6317.61661303466,6310.292359711852,6326.362652446161
Diabetes and kidney diseases,Demo region,Male,60 to 64,2028,7094.484543785985,7085.230452578358,7104.714777910246
Diabetes and kidney diseases,Demo region,Male,65 to 69,2028,7827.507040194166,7812.4752480106845,7834.312631820654
Diabetes and kidney diseases,Demo region,Male,70 to 74,2028,8602.29576508004,8591.942381724528,8612.167190139915
Diabetes and kidney diseases,Demo region,Male,75 to 79,2028,9366.60490779001,9357.621967936144,9376.175764683243
Diabetes and kidney diseases,Demo region,Male,80 to 84,2028,10115.684372082433,10101.470304105662,10125.923351138581
Diabetes and kidney diseases,Demo region,Male,85 to 89,2028,10861.989406855153,10842.499831732313,10875.880541447348
Diabetes and kidney diseases,Demo region,Male,90 to 94,2028,11629.641493216364,11607.06910956274,11653.542305232168
Diabetes and kidney diseases,Demo region,Male,25 to 29,2029,2436.1856422343008,2427.421474220515,2447.615236224576
Diabetes and kidney diseases,Demo region,Male,30 to 34,2029,2918.3293780957288,2907.4120586476897,2928.6404130446963
Diabetes and kidney diseases,Demo region,Male,35 to 39,2029,3418.8766440385384,3408.3883301396813,3430.0729318840326
Diabetes and kidney diseases,Demo region,Male,40 to 44,2029,4140.031613662275,4129.877900310145,4151.939494911908
Diabetes and kidney diseases,Demo region,Male,45 to 49,2029,4896.103409628594,4884.927674082643,4908.093555174075
Diabetes and kidney diseases,Demo region,Male,50 to 54,2029,5590.316940935577,5581.863420015135,5599.91941375053
Diabetes and kidney diseases,Demo region,Male,55 to 59,2029,6321.680544552578,6314.29025868423,6330.5321505280135
Diabetes and kidney diseases,Demo region,Male,60 to 64,2029,7096.347450755429,7087.066149653688,7106.625073231334
Diabetes and kidney diseases,Demo region,Male,65 to 69,2029,7826.729706432709,7811.713226735901,7833.521030738901
Diabetes and kidney diseases,Demo region,Male,70 to 74,2029,8601.744235243492,8591.404194489278,8611.60306467859
Diabetes and kidney diseases,Demo region,Male,75 to 79,2029,9369.428942172199,9360.306998009224,9379.149236443563
Diabetes and kidney diseases,Demo region,Male,80 to 84,2029,10115.230051316807,10101.042469376018,10125.44787959507
Diabetes and kidney diseases,Demo region,Male,85 to 89,2029,10862.263035891337,10842.75372254079,10876.171572704588
Diabetes and kidney diseases,Demo region,Male,90 to 94,2029,11629.797867679952,11607.199479178917,11653.71956575182
Diabetes and kidney diseases,Demo region,Male,25 to 29,2030,2450.1710552111376,2441.262862606757,2461.786655292096
Diabetes and kidney diseases,Demo region,Male,30 to 34,2030,2938.2513421492386,2927.0885857214744,2948.7167311313724
Diabetes and kidney diseases,Demo region,Male,35 to 39,2030,3430.8718273898016,3420.2016890159434,3442.1687929690925
Diabetes and kidney diseases,Demo region,Male,40 to 44,2030,4140.966994827185,4130.802936179848,4152.886564411387
Diabetes and kidney diseases,Demo region,Male,45 to 49,2030,4906.829569241943,4895.484484830813,4919.037527432081
Diabetes and kidney diseases,Demo region,Male,50 to 54,2030,5602.768518412739,5594.189261895589,5612.532089196385
Diabetes and kidney diseases,Demo region,Male,55 to 59,2030,6327.049877087445,6319.572347944068,6336.040959327143
Diabetes and kidney diseases,Demo region,Male,60 to 64,2030,7098.741067433202,7089.424804813024,7109.079578375725
Diabetes and kidney diseases,Demo region,Male,65 to 69,2030,7826.205124964394,7811.198978855474,7832.98682101024
Diabetes and kidney diseases,Demo region,Male,70 to 74,2030,8601.107240502208,8590.782609914952,8610.951522498142
Diabetes and kidney diseases,Demo region,Male,75 to 79,2030,9371.362464215717,9362.14534844382,9381.185073269995
Diabetes and kidney diseases,Demo region,Male,80 to 84,2030,10115.358986189527,10101.163887591041,10125.582816995213
Diabetes and kidney diseases,Demo region,Male,85 to 89,2030,10862.869717133386,10843.316640837698,10876.816837575161
Diabetes and kidney diseases,Demo region,Male,90 to 94,2030,11629.966823989487,11607.340338298229,11653.911088603696
Diabetes and kidney diseases,Demo region,Male,25 to 29,2031,2461.892351239974,2452.8634503758826,2473.663844640328
Diabetes and kidney diseases,Demo region,Male,30 to 34,2031,2957.5521447728065,2946.1516040237043,2968.167075071263
Diabetes and kidney diseases,Demo region,Male,35 to 39,2031,3444.8513409833504,3433.9692994108923,3456.265639137471
Diabetes and kidney diseases,Demo region,Male,40 to 44,2031,4143.532198369281,4133.339768626927,4155.483822220091
Diabetes and kidney diseases,Demo region,Male,45 to 49,2031,4911.828142280398,4900.404138414207,4924.137604872135
Diabetes and kidney diseases,Demo region,Male,50 to 54,2031,5617.536842540272,5608.808455999241,5627.491485260171
Diabetes and kidney diseases,Demo region,Male,55 to 59,2031,6334.007947337335,6326.417360410228,6343.1797756266815
Diabetes and kidney diseases,Demo region,Male,60 to 64,2031,7099.987038569633,7090.652577111163,7110.357244341431
Diabetes and kidney diseases,Demo region,Male,65 to 69,2031,7827.299754567167,7812.272045646962,7834.1015416368755
Diabetes and kidney diseases,Demo region,Male,70 to 74,2031,8600.432278713206,8590.12397679114,8610.261146193245
Diabetes and kidney diseases,Demo region,Male,75 to 79,2031,9372.42978696021,9363.160135545819,9382.308874757651
Diabetes and kidney diseases,Demo region,Male,80 to 84,2031,10115.801539843556,10101.580641209302,10126.045973612492
Diabetes and kidney diseases,Demo region,Male,85 to 89,2031,10863.669497151992,10844.058728732907,10877.667481891196
Diabetes and kidney diseases,Demo region,Male,90 to 94,2031,11630.007865284268,11607.374554484973,11653.957611552989
Diabetes and kidney diseases,Demo region,Male,25 to 29,2032,2444.2366010982128,2434.1734770354624,2458.461955889948
Diabetes and kidney diseases,Demo region,Male,30 to 34,2032,2944.454120904801,2932.183555848877,2957.463552110636
Diabetes and kidney diseases,Demo region,Male,35 to 39,2032,3423.569238118736,3411.4951879997207,3436.9037794560095
Diabetes and kidney diseases,Demo region,Male,40 to 44,2032,3941.1071946315164,3930.640122608545,3954.9287055485565
Diabetes and kidney diseases,Demo region,Male,45 to 49,2032,4710.663933550149,4695.6911717186995,4724.531481193683
Diabetes and kidney diseases,Demo region,Male,50 to 54,2032,5461.018112452942,5450.911920808098,5478.222169176308
Diabetes and kidney diseases,Demo region,Male,55 to 59,2032,6189.226002245718,6179.193694342047,6198.932933424565
Diabetes and kidney diseases,Demo region,Male,60 to 64,2032,6963.497041822952,6955.84916936517,6971.791860802496
Diabetes and kidney diseases,Demo region,Male,65 to 69,2032,7736.46093543477,7721.677162999888,7748.4051862699
Diabetes and kidney diseases,Demo region,Male,70 to 74,2032,8496.50487537279,8479.88087340928,8508.50160606431
Diabetes and kidney diseases,Demo region,Male,75 to 79,2032,9290.268929953618,9277.744518119523,9301.205497105986
Diabetes and kidney diseases,Demo region,Male,80 to 84,2032,10064.2367670507,10044.044853311263,10076.376771799705
Diabetes and kidney diseases,Demo region,Male,85 to 89,2032,10810.836361443633,10791.663313073064,10826.991303282222
Diabetes and kidney diseases,Demo region,Male,90 to 94,2032,11596.921798817286,11569.349098076684,11625.037118955383
Diabetes and kidney diseases,Demo region,Male,25 to 29,2033,2454.1558311137596,2443.9825701116556,2468.5481685925956
Diabetes and kidney diseases,Demo region,Male,30 to 34,2033,2961.592037891636,2949.092598994329,2974.8003652498733
Diabetes and kidney diseases,Demo region,Male,35 to 39,2033,3439.1682739625485,3426.852376729536,3452.6807766117436
Diabetes and kidney diseases,Demo region,Male,40 to 44,2033,3950.9182529981686,3940.3426542111424,3964.8606637980265
Diabetes and kidney diseases,Demo region,Male,45 to 49,2033,4710.195717184105,4695.232832322055,4724.053756547109
Diabetes and kidney diseases,Demo region,Male,50 to 54,2033,5476.853707116751,5466.535700913822,5494.39674432167
Diabetes and kidney diseases,Demo region,Male,55 to 59,2033,6198.857173224335,6188.656439296812,6208.745250619333
Diabetes and kidney diseases,Demo region,Male,60 to 64,2033,6966.860024909372,6959.158567258219,6975.259049655949
Diabetes and kidney diseases,Demo region,Male,65 to 69,2033,7737.18626667914,7722.385100627439,7749.149905980324
Diabetes and kidney diseases,Demo region,Male,70 to 74,2033,8495.640262250954,8479.043177523223,8507.612357464986
Diabetes and kidney diseases,Demo region,Male,75 to 79,2033,9290.365827678126,9277.836387286809,9301.30607253742
Diabetes and kidney diseases,Demo region,Male,80 to 84,2033,10066.114097465219,10045.84750784301,10078.363180534132
Diabetes and kidney diseases,Demo region,Male,85 to 89,2033,10810.169287033134,10791.05150791596,10826.27708148707
Diabetes and kidney diseases,Demo region,Male,90 to 94,2033,11597.004107467257,11569.416050622123,11625.13254400954
Diabetes and kidney diseases,Demo region,Male,25 to 29,2034,2466.763981041508,2456.45072701154,2481.3685671274434
Diabetes and kidney diseases,Demo region,Male,30 to 34,2034,2976.8716927711566,2964.1681967932836,2990.2573499978885
Diabetes and kidney diseases,Demo region,Male,35 to 39,2034,3457.605573416599,3445.0038246920267,3471.32841765562
Diabetes and kidney diseases,Demo region,Male,40 to 44,2034,3962.2194463411774,3951.5188373974847,3976.3011196853813
Diabetes and kidney diseases,Demo region,Male,45 to 49,2034,4709.66177127834,4694.710149942632,4723.508967561456
Diabetes and kidney diseases,Demo region,Male,50 to 54,2034,5491.1549253255935,5480.645628155743,5509.00409778707
Diabetes and kidney diseases,Demo region,Male,55 to 59,2034,6209.263355208072,6198.880642177603,6219.347155479874
Diabetes and kidney diseases,Demo region,Male,60 to 64,2034,6970.546276272538,6962.786082526961,6979.059523612836
Diabetes and kidney diseases,Demo region,Male,65 to 69,2034,7738.815492404887,7723.97525713039,7750.822681722588
Diabetes and kidney diseases,Demo region,Male,70 to 74,2034,8495.002744554617,8478.425507101589,8506.956674935776
Diabetes and kidney diseases,Demo region,Male,75 to 79,2034,9289.905348571243,9277.39980497988,9300.828116165627
Diabetes and kidney diseases,Demo region,Male,80 to 84,2034,10068.005436433483,10047.663613700475,10080.36441175974
Diabetes and kidney diseases,Demo region,Male,85 to 89,2034,10809.818029467175,10790.729353165389,10825.900997791803
Diabetes and kidney diseases,Demo region,Male,90 to 94,2034,11597.163650806131,11569.54582838727,11625.317511588986
Diabetes and kidney diseases,Demo region,Male,25 to 29,2035,2482.2945952478794,2471.8088989706507,2497.1606274025557
Diabetes and kidney diseases,Demo region,Male,30 to 34,2035,2990.937798532972,2978.0464522077386,3004.48670163827
Diabetes and kidney diseases,Demo region,Male,35 to 39,2035,3477.5357273180107,3464.624981918847,3491.4859443492096
Diabetes and kidney diseases,Demo region,Male,40 to 44,2035,3974.146343985822,3963.313803546237,3988.374990314359
Diabetes and kidney diseases,Demo region,Male,45 to 49,2035,4710.666702120245,4695.693881886134,4724.53430598638
Diabetes and kidney diseases,Demo region,Male,50 to 54,2035,5501.341412680082,5490.6958625709985,5519.408639497083
Diabetes and kidney diseases,Demo region,Male,55 to 59,2035,6220.881235531128,6210.295353707088,6231.183548698702
Diabetes and kidney diseases,Demo region,Male,60 to 64,2035,6975.406866996748,6967.569225435598,6984.070725140501
Diabetes and kidney diseases,Demo region,Male,65 to 69,2035,7740.902977094842,7726.012683437924,7752.965965919818
Diabetes and kidney diseases,Demo region,Male,70 to 74,2035,8494.580599749146,8478.016504557061,8506.522501931116
Diabetes and kidney diseases,Demo region,Male,75 to 79,2035,9289.385930223398,9276.90734211419,9300.288983542085
Diabetes and kidney diseases,Demo region,Male,80 to 84,2035,10069.2766557992,10048.884266885832,10081.709492642625
Diabetes and kidney diseases,Demo region,Male,85 to 89,2035,10809.948884739471,10790.84936665889,10826.041101633315
Diabetes and kidney diseases,Demo region,Male,90 to 94,2035,11597.535284202208,11569.848127135292,11625.748367118267
Diabetes and kidney diseases,Demo region,Male,25 to 29,2036,2501.6162923698926,2490.916060026779,2516.8075905885394
Diabetes and kidney diseases,Demo region,Male,30 to 34,2036,3002.7243517275083,2989.675598075096,3016.410045090471
Diabetes and kidney diseases,Demo region,Male,35 to 39,2036,3496.861535909365,3483.6511635922134,3511.0322310704505
Diabetes and kidney diseases,Demo region,Male,40 to 44,2036,3988.0362222378776,3977.050036443888,4002.436031002745
Diabetes and kidney diseases,Demo region,Male,45 to 49,2036,4713.261310113383,4698.233756927561,4727.181603852108
Diabetes and kidney diseases,Demo region,Male,50 to 54,2036,5506.130814522779,5495.421202087249,5524.3005644074265
Diabetes and kidney diseases,Demo region,Male,55 to 59,2036,6234.697560087107,6223.870063965658,6245.25973520916
Diabetes and kidney diseases,Demo region,Male,60 to 64,2036,6981.695248936516,6973.757409380439,6990.553959580738
Diabetes and kidney diseases,Demo region,Male,65 to 69,2036,7742.01738753718,7727.100370051165,7754.110165109292
Diabetes and kidney diseases,Demo region,Male,70 to 74,2036,8495.512344332712,8478.919241960415,8507.480794773244
Diabetes and kidney diseases,Demo region,Male,75 to 79,2036,9288.844664525037,9276.394165677471,9299.72717436226
Diabetes and kidney diseases,Demo region,Male,80 to 84,2036,10069.946476235995,10049.527443407402,10082.418231581629
Diabetes and kidney diseases,Demo region,Male,85 to 89,2036,10810.303205261662,10791.174330589944,10826.420464767973
Diabetes and kidney diseases,Demo region,Male,90 to 94,2036,11597.988199429705,11570.216543180992,11626.27345725312
Diabetes and kidney diseases,Demo region,Male,25 to 29,2037,2510.172545949009,2498.7334998168803,2527.0260365172344
Diabetes and kidney diseases,Demo region,Male,30 to 34,2037,2996.1368259796955,2982.433173486048,3011.206440459798
Diabetes and kidney diseases,Demo region,Male,35 to 39,2037,3497.258583159302,3483.228722692765,3512.899562094548
Diabetes and kidney diseases,Demo region,Male,40 to 44,2037,3982.5194531847856,3970.652294478708,3997.603752133777
Diabetes and kidney diseases,Demo region,Male,45 to 49,2037,4509.0226726370975,4494.370459585139,4526.122397376219
Diabetes and kidney diseases,Demo region,Male,50 to 54,2037,5310.318025127569,5294.652349249578,5328.603447037429
Diabetes and kidney diseases,Demo region,Male,55 to 59,2037,6091.030843766309,6077.82639081024,6110.467851912225
Diabetes and kidney diseases,Demo region,Male,60 to 64,2037,6855.89078076456,6843.880039459582,6864.348383115411
Diabetes and kidney diseases,Demo region,Male,65 to 69,2037,7630.912701217639,7616.35072941675,7641.229319954487
Diabetes and kidney diseases,Demo region,Male,70 to 74,2037,8436.978662655254,8422.941300224538,8450.128460650636
Diabetes and kidney diseases,Demo region,Male,75 to 79,2037,9220.112609016696,9202.711140840185,9234.959657257556
Diabetes and kidney diseases,Demo region,Male,80 to 84,2037,10027.19285147703,10003.51902702796,10038.685818353537
Diabetes and kidney diseases,Demo region,Male,85 to 89,2037,10802.974095225198,10783.36944829378,10819.26541331424
Diabetes and kidney diseases,Demo region,Male,90 to 94,2037,11592.367645784674,11567.599323661638,11620.082327994794
Diabetes and kidney diseases,Demo region,Male,25 to 29,2038,2530.7060889738955,2519.030782413621,2547.941509247984
Diabetes and kidney diseases,Demo region,Male,30 to 34,2038,3006.223873036856,2992.381290162834,3021.429797318272
Diabetes and kidney diseases,Demo region,Male,35 to 39,2038,3514.4632757919935,3500.164053554701,3530.335619533126
Diabetes and kidney diseases,Demo region,Male,40 to 44,2038,3998.100928626275,3986.0547075121845,4013.380603055969
Diabetes and kidney diseases,Demo region,Male,45 to 49,2038,4518.7411170958385,4503.87715493293,4536.022784010772
Diabetes and kidney diseases,Demo region,Male,50 to 54,2038,5309.969617030389,5294.31021905209,5328.247145007948
Diabetes and kidney diseases,Demo region,Male,55 to 59,2038,6105.916682025036,6092.37745134563,6125.736017841961
Diabetes and kidney diseases,Demo region,Male,60 to 64,2038,6864.606013306812,6852.416499894146,6873.253018883546
Diabetes and kidney diseases,Demo region,Male,65 to 69,2038,7633.861503853572,7619.231553363333,7644.283756909278
Diabetes and kidney diseases,Demo region,Male,70 to 74,2038,8437.583392000768,8423.529195040765,8450.751976230167
Diabetes and kidney diseases,Demo region,Male,75 to 79,2038,9219.441041832544,9202.078837625715,9234.261988141372
Diabetes and kidney diseases,Demo region,Male,80 to 84,2038,10027.20021115536,10003.526082934912,10038.693424961371
Diabetes and kidney diseases,Demo region,Male,85 to 89,2038,10804.13584113105,10784.449641027684,10820.522578667074
Diabetes and kidney diseases,Demo region,Male,90 to 94,2038,11591.849946511564,11567.182621095393,11619.483202524782
Diabetes and kidney diseases,Demo region,Male,25 to 29,2039,2547.5017166248385,2535.633158360511,2565.0495403219843
Diabetes and kidney diseases,Demo region,Male,30 to 34,2039,3019.0633978757237,3005.0439743406464,3034.4428271551665
Diabetes and kidney diseases,Demo region,Male,35 to 39,2039,3529.8123584396817,3515.2728264119305,3545.891113164325
Diabetes and kidney diseases,Demo region,Male,40 to 44,2039,4016.5037067376243,4004.246000788537,4032.0141328463405
Diabetes and kidney diseases,Demo region,Male,45 to 49,2039,4529.928519980629,4514.820802489927,4547.419629922291
Diabetes and kidney diseases,Demo region,Male,50 to 54,2039,5309.566011884885,5293.913886391465,5327.834395322689
Diabetes and kidney diseases,Demo region,Male,55 to 59,2039,6119.35589167286,6105.514417483136,6139.520399970872
Diabetes and kidney diseases,Demo region,Male,60 to 64,2039,6874.026180044227,6861.643434488384,6882.877908783513
Diabetes and kidney diseases,Demo region,Male,65 to 69,2039,7637.0993264435965,7622.39473449267,7647.637567317447
Diabetes and kidney diseases,Demo region,Male,70 to 74,2039,8438.932233102356,8424.840486939225,8452.142719787418
Diabetes and kidney diseases,Demo region,Male,75 to 79,2039,9218.942300752224,9201.609256032518,9233.743862394726
Diabetes and kidney diseases,Demo region,Male,80 to 84,2039,10026.825960705995,10003.167279706116,10038.306617784134
Diabetes and kidney diseases,Demo region,Male,85 to 89,2039,10805.26925896941,10785.503494290528,10821.749089240077
Diabetes and kidney diseases,Demo region,Male,90 to 94,2039,11591.608167737379,11566.988010361132,11619.203395638338
Diabetes and kidney diseases,Demo region,Male,25 to 29,2040,2559.66739048585,2547.6588530999647,2577.4414991565013
Diabetes and kidney diseases,Demo region,Male,30 to 34,2040,3034.8823728727743,3020.6450722720892,3050.475569504211
Diabetes and kidney diseases,Demo region,Male,35 to 39,2040,3543.939653405605,3529.1789402577224,3560.208388790018
Diabetes and kidney diseases,Demo region,Male,40 to 44,2040,4036.39967130872,4023.9133208170006,4052.159572100159
Diabetes and kidney diseases,Demo region,Male,45 to 49,2040,4541.737214236122,4526.372204488343,4559.449398603375
Diabetes and kidney diseases,Demo region,Male,50 to 54,2040,5310.632406132981,5294.961065483037,5328.924951018438
Diabetes and kidney diseases,Demo region,Male,55 to 59,2040,6128.9378357726755,6114.880866736434,6149.348446594962
Diabetes and kidney diseases,Demo region,Male,60 to 64,2040,6884.582798464094,6871.983509182557,6893.6639482284
Diabetes and kidney diseases,Demo region,Male,65 to 69,2040,7641.363333881027,7626.560443850247,7652.054323370797
Diabetes and kidney diseases,Demo region,Male,70 to 74,2040,8440.658513279066,8426.518710717792,8453.922627762455
Diabetes and kidney diseases,Demo region,Male,75 to 79,2040,9218.616307239741,9201.302322116293,9233.405198429151
Diabetes and kidney diseases,Demo region,Male,80 to 84,2040,10026.417714869205,10002.775884252533,10037.884674617426
Diabetes and kidney diseases,Demo region,Male,85 to 89,2040,10805.99897387812,10786.181984086132,10822.53873893546
Diabetes and kidney diseases,Demo region,Male,90 to 94,2040,11591.721757032263,11567.079439793497,11619.334850796227
Diabetes and kidney diseases,Global,Both,25 to 29,2022,2411.6682943794,2411.208879947413,2412.149148233606
Diabetes and kidney diseases,Global,Both,30 to 34,2022,3010.4981934869197,3009.7980384764,3011.1604701015917
Diabetes and kidney diseases,Global,Both,35 to 39,2022,3759.6077806377934,3759.1788734902566,3759.9116245401533
Diabetes and kidney diseases,Global,Both,40 to 44,2022,4514.976431406024,4514.391174744687,4515.494646971291
Diabetes and kidney diseases,Global,Both,45 to 49,2022,5274.025115474197,5273.460608890002,5274.631256992203
Diabetes and kidney diseases,Global,Both,50 to 54,2022,6046.304769558383,6045.841849823106,6047.072843913427
Diabetes and kidney diseases,Global,Both,55 to 59,2022,6811.73758040244,6811.058785826039,6812.3433638907245
Diabetes and kidney diseases,Global,Both,60 to 64,2022,7566.254571920893,7565.579791853859,7566.938467352943
Diabetes and kidney diseases,Global,Both,65 to 69,2022,8328.332839179966,8327.25680126593,8329.496677532168
Diabetes and kidney diseases,Global,Both,70 to 74,2022,9102.305990964323,9100.690452230427,9103.254586003797
Diabetes and kidney diseases,Global,Both,75 to 79,2022,9856.01188085034,9854.983718837862,9857.470405650161
Diabetes and kidney diseases,Global,Both,80 to 84,2022,10611.921875008298,10610.86471131861,10613.70129461714
Diabetes and kidney diseases,Global,Both,85 to 89,2022,11371.116689471022,11368.86526563346,11373.946013756467
Diabetes and kidney diseases,Global,Both,90 to 94,2022,12137.068916311255,12134.382112673964,12141.461018495635
Diabetes and kidney diseases,Global,Both,25 to 29,2023,2411.6682943794,2411.208879947413,2412.149148233606
Diabetes and kidney diseases,Global,Both,30 to 34,2023,3010.4981934869197,3009.7980384764,3011.1604701015917
Diabetes and kidney diseases,Global,Both,35 to 39,2023,3759.6077806377934,3759.1788734902566,3759.9116245401533
Diabetes and kidney diseases,Global,Both,40 to 44,2023,4514.976431406024,4514.391174744687,4515.494646971291
Diabetes and kidney diseases,Global,Both,45 to 49,2023,5274.025115474197,5273.460608890002,5274.631256992203
Diabetes and kidney diseases,Global,Both,50 to 54,2023,6046.304769558383,6045.841849823106,6047.072843913427
Diabetes and kidney diseases,Global,Both,55 to 59,2023,6811.73758040244,6811.058785826039,6812.3433638907245
Diabetes and kidney diseases,Global,Both,60 to 64,2023,7566.254571920893,7565.579791853859,7566.938467352943
Diabetes and kidney diseases,Global,Both,65 to 69,2023,8328.332839179966,8327.25680126593,8329.496677532168
Diabetes and kidney diseases,Global,Both,70 to 74,2023,9102.305990964323,9100.690452230427,9103.254586003797
Diabetes and kidney diseases,Global,Both,75 to 79,2023,9856.01188085034,9854.983718837862,9857.470405650161
Diabetes and kidney diseases,Global,Both,80 to 84,2023,10611.921875008298,10610.86471131861,10613.70129461714
Diabetes and kidney diseases,Global,Both,85 to 89,2023,11371.116689471022,11368.86526563346,11373.946013756467
Diabetes and kidney diseases,Global,Both,90 to 94,2023,12137.068916311255,12134.382112673964,12141.461018495635
Diabetes and kidney diseases,Global,Both,25 to 29,2024,2411.6682943794,2411.208879947413,2412.149148233606
Diabetes and kidney diseases,Global,Both,30 to 34,2024,3010.4981934869197,3009.7980384764,3011.1604701015917
Diabetes and kidney diseases,Global,Both,35 to 39,2024,3759.6077806377934,3759.1788734902566,3759.9116245401533
Diabetes and kidney diseases,Global,Both,40 to 44,2024,4514.976431406024,4514.391174744687,4515.494646971291
Diabetes and kidney diseases,Global,Both,45 to 49,2024,5274.025115474197,5273.460608890002,5274.631256992203
Diabetes and kidney diseases,Global,Both,50 to 54,2024,6046.304769558383,6045.841849823106,6047.072843913427
Diabetes and kidney diseases,Global,Both,55 to 59,2024,6811.73758040244,6811.058785826039,6812.3433638907245
Diabetes and kidney diseases,Global,Both,60 to 64,2024,7566.254571920893,7565.579791853859,7566.938467352943
Diabetes and kidney diseases,Global,Both,65 to 69,2024,8328.332839179966,8327.25680126593,8329.496677532168
Diabetes and kidney diseases,Global,Both,70 to 74,2024,9102.305990964323,9100.690452230427,9103.254586003797
Diabetes and kidney diseases,Global,Both,75 to 79,2024,9856.01188085034,9854.983718837862,9857.470405650161
Diabetes and kidney diseases,Global,Both,80 to 84,2024,10611.921875008298,10610.86471131861,10613.70129461714
Diabetes and kidney diseases,Global,Both,85 to 89,2024,11371.116689471022,11368.86526563346,11373.946013756467
Diabetes and kidney diseases,Global,Both,90 to 94,2024,12137.068916311255,12134.382112673964,12141.461018495635
Diabetes and kidney diseases,Global,Both,25 to 29,2025,2411.6682943794,2411.208879947413,2412.149148233606
Diabetes and kidney diseases,Global,Both,30 to 34,2025,3010.4981934869197,3009.7980384764,3011.1604701015917
Diabetes and kidney diseases,Global,Both,35 to 39,2025,3759.6077806377934,3759.1788734902566,3759.9116245401533
Diabetes and kidney diseases,Global,Both,40 to 44,2025,4514.976431406024,4514.391174744687,4515.494646971291
Diabetes and kidney diseases,Global,Both,45 to 49,2025,5274.025115474197,5273.460608890002,5274.631256992203
Diabetes and kidney diseases,Global,Both,50 to 54,2025,6046.304769558383,6045.841849823106,6047.072843913427
Diabetes and kidney diseases,Global,Both,55 to 59,2025,6811.73758040244,6811.058785826039,6812.3433638907245
Diabetes and kidney diseases,Global,Both,60 to 64,2025,7566.254571920893,7565.579791853859,7566.938467352943
Diabetes and kidney diseases,Global,Both,65 to 69,2025,8328.332839179966,8327.25680126593,8329.496677532168
Diabetes and kidney diseases,Global,Both,70 to 74,2025,9102.305990964323,9100.690452230427,9103.254586003797
Diabetes and kidney diseases,Global,Both,75 to 79,2025,9856.01188085034,9854.983718837862,9857.470405650161
Diabetes and kidney diseases,Global,Both,80 to 84,2025,10611.921875008298,10610.86471131861,10613.70129461714
Diabetes and kidney diseases,Global,Both,85 to 89,2025,11371.116689471022,11368.86526563346,11373.946013756467
Diabetes and kidney diseases,Global,Both,90 to 94,2025,12137.068916311255,12134.382112673964,12141.461018495635
Diabetes and kidney diseases,Global,Both,25 to 29,2026,2411.6682943794,2411.208879947413,2412.149148233606
Diabetes and kidney diseases,Global,Both,30 to 34,2026,3010.4981934869197,3009.7980384764,3011.1604701015917
Diabetes and kidney diseases,Global,Both,35 to 39,2026,3759.6077806377934,3759.1788734902566,3759.9116245401533
Diabetes and kidney diseases,Global,Both,40 to 44,2026,4514.976431406024,4514.391174744687,4515.494646971291
Diabetes and kidney diseases,Global,Both,45 to 49,2026,5274.025115474197,5273.460608890002,5274.631256992203
Diabetes and kidney diseases,Global,Both,50 to 54,2026,6046.304769558383,6045.841849823106,6047.072843913427
Diabetes and kidney diseases,Global,Both,55 to 59,2026,6811.73758040244,6811.058785826039,6812.3433638907245
Diabetes and kidney diseases,Global,Both,60 to 64,2026,7566.254571920893,7565.579791853859,7566.938467352943
Diabetes and kidney diseases,Global,Both,65 to 69,2026,8328.332839179966,8327.25680126593,8329.496677532168
Diabetes and kidney diseases,Global,Both,70 to 74,2026,9102.305990964323,9100.690452230427,9103.254586003797
Diabetes and kidney diseases,Global,Both,75 to 79,2026,9856.01188085034,9854.983718837862,9857.470405650161
Diabetes and kidney diseases,Global,Both,80 to 84,2026,10611.921875008298,10610.86471131861,10613.70129461714
Diabetes and kidney diseases,Global,Both,85 to 89,2026,11371.116689471022,11368.86526563346,11373.946013756467
Diabetes and kidney diseases,Global,Both,90 to 94,2026,12137.068916311255,12134.382112673964,12141.461018495635
Diabetes and kidney diseases,Global,Both,25 to 29,2027,2373.1112514451415,2372.5562744087406,2373.6216726966068
Diabetes and kidney diseases,Global,Both,30 to 34,2027,2964.4426788281653,2963.6466033822157,2965.139526174096
Diabetes and kidney diseases,Global,Both,35 to 39,2027,3563.849476717424,3562.8972851768476,3564.660887744676
Diabetes and kidney diseases,Global,Both,40 to 44,2027,4322.279435837896,4321.762550100154,4322.645304590822
Diabetes and kidney diseases,Global,Both,45 to 49,2027,5105.257431529045,5104.503695835153,5106.125778776435
Diabetes and kidney diseases,Global,Both,50 to 54,2027,5878.889868335198,5878.123309276985,5879.853980280884
Diabetes and kidney diseases,Global,Both,55 to 59,2027,6657.071587494363,6656.276085729659,6657.873366148117
Diabetes and kidney diseases,Global,Both,60 to 64,2027,7438.054212684118,7437.165822221794,7439.000794003028
